SMILES,ATSc5,ATSc3,ALogP,ATSc4,BCUTp-1l,BCUTc-1h,ALogp2,BCUTw-1h,SaasC,MDEC-22,CrippenLogP,BCUTp-1h,hmax,minHBa,maxsOH,XLogP,minsOH,minsCH3,ATSc2,minHBd,Caco-2,CYP3A4,hERG,HOB,MN
Oc1ccc2c(noc2c1)c3ccc(O)c(F)c3,-0.03672,-0.82146,-0.43051,-0.09103,-0.72488,0.32429,-0.23734,-0.41063,-1.71364,-1.09936,-1.41821,-1.72097,-0.33281,0.67146,0.3787,-0.80735,0.40609,-1.28833,1.25621,1.27931,0,0,0,0,1
Cc1cc(ccc1O)c2noc3cc(O)ccc23,0.22227,-0.2553,-0.05638,-0.38833,0.14819,-1.00374,-0.1737,-0.59842,-0.38874,-1.09936,-0.75085,-1.55567,-0.54937,0.70823,0.42866,-0.76711,0.46422,0.62776,1.29581,0.85833,1,1,0,0,1
Cc1cc(O)ccc1c2noc3cc(O)ccc23,0.15069,-0.35671,-0.05638,-0.25933,0.15679,-1.00391,-0.1737,-0.59842,-0.32181,-1.11846,-1.0281,-1.31884,-0.55403,0.71277,0.40268,-0.63648,0.46686,0.70378,1.29753,1.00259,0,0,0,0,1
CCCc1cc(O)ccc1c2noc3cc(O)ccc23,0.16607,-0.36025,-0.62553,-0.26541,0.16972,-1.00387,-0.25272,-0.59842,-0.21085,-0.76738,-0.42544,-0.96358,-0.58134,0.73624,0.45812,0.00304,0.48808,0.90444,1.29887,0.69364,1,1,0,0,1
CCCc1cc(ccc1O)c2noc3cc(O)ccc23,0.21468,-0.26069,-0.62553,-0.37971,0.15465,-1.00387,-0.25272,-0.59842,-0.28347,-0.77692,-0.18385,-1.37805,-0.57118,0.72624,0.50751,-0.12759,0.48185,0.88323,1.2963,0.42376,1,1,0,0,1
Cc1c(O)ccc(c1O)c2noc3cc(O)ccc23,0.43628,-0.06219,-0.44899,-0.94306,0.15464,-1.00179,-0.23932,-0.59836,-1.02129,-1.25142,-0.94277,-1.37845,-0.4896,0.69138,0.56545,-0.81726,0.46553,0.40433,1.23716,0.34427,0,1,0,0,1
Oc1ccc(c(CC*N)c1)c2noc3cc(O)ccc23,0.09835,-0.65562,-0.45554,-0.05741,-1.0187,0.32453,-0.23999,-0.59842,-0.64611,-0.76738,-1.23738,-1.04819,-0.1359,0.71134,0.43136,-1.19305,0.47723,-1.28833,1.19622,0.91354,0,1,0,1,1
O\N=C\c1cc(O)ccc1c2noc3cc(O)ccc23,-0.20824,-0.30845,-0.60893,-0.20288,-1.31988,0.32434,-0.25189,-0.59836,-0.82419,-0.95667,-1.17146,-1.06331,0.02207,0.70411,0.42307,-0.9677,0.29376,-1.28833,1.30221,1.02218,1,0,0,1,1
Oc1ccc2c(noc2c1)c3cc(Br)c(O)cc3O,0.11975,-0.37255,-0.4446,-0.73508,0.16735,-0.82482,-0.23886,3.33826,-0.70146,-1.28729,-0.74122,-1.02898,-0.49243,0.69711,0.53203,-0.46314,0.46789,-1.28833,1.29004,0.55865,0,0,0,0,1
Oc1ccc2c(noc2c1)c3cc(Cl)c(O)cc3O,0.03569,-0.42742,-0.50316,-0.69961,0.15943,-0.68303,-0.24449,0.58859,-0.76869,-1.28729,-0.81234,-1.24689,-0.49111,-0.70953,0.53012,-0.5721,0.46718,-1.28833,1.28174,0.5625,0,1,0,0,1
Cc1cc(c(O)cc1O)c2noc3cc(O)ccc23,0.49031,-0.17597,-0.44899,-0.90171,0.15464,-1.00271,-0.23932,-0.59836,-0.92532,-1.28729,-0.94277,-1.37845,-0.4896,0.69138,0.52568,-0.81726,0.46553,0.52517,1.25153,0.5669,0,1,0,0,1
CCCc1cc(c(CC)cc1O)c2noc3cc(O)ccc23,0.18712,-0.29544,-0.54793,-0.30069,0.1805,-1.00358,-0.24806,-0.59842,0.2738,-0.8359,0.18277,-0.66753,-0.60635,0.75612,0.58382,0.40236,0.50723,0.85979,1.28068,-0.01081,1,1,1,0,1
CCCc1cc(c(CCC)cc1O)c2noc3cc(O)ccc23,0.18668,-0.29527,-0.88343,-0.30085,0.1848,-1.00346,-0.25434,-0.59842,0.31279,-0.63811,0.43707,-0.54911,-0.6184,0.76622,0.60718,0.75462,0.51682,0.90504,1.28063,-0.14166,1,1,1,0,1
Oc1ccc2c(noc2c1)c3ccc4cc(O)ccc4c3,0.16067,-0.3421,0.01195,-0.39481,0.15632,-0.86401,-0.15723,-0.59842,-0.70754,-0.54872,-0.2946,-1.31486,-0.54606,0.73333,0.4252,-0.43342,0.48846,-1.28833,1.3135,0.9196,1,0,0,0,1
Oc1ccc2c(noc2c1)c3ccc4c(O)cccc4c3,0.17782,-0.33413,0.01195,-0.38938,0.15674,-0.86348,-0.15723,-0.59842,-0.72645,-0.55601,-0.2946,-1.30354,-0.54098,0.73189,0.5067,-0.56405,0.48857,-1.28833,1.31208,0.56878,0,1,0,0,1
Oc1ccc2c(noc2c1)c3ccc4c(Br)c(O)ccc4c3,0.17214,-0.58428,0.32758,-0.29622,0.16167,-0.86251,-0.06172,3.33825,-0.10253,-0.77692,0.20247,-0.65158,-0.55763,0.74392,0.50971,-0.2285,0.49779,-1.28833,1.31666,0.50031,0,1,0,0,1
Oc1ccc2cc(ccc2c1)c3noc4ccc(O)cc34,-0.54482,-0.26294,0.01195,-0.08474,0.33662,0.31714,-0.15723,-0.59842,-0.73172,-0.57424,-0.2946,-1.32077,-0.68334,0.74025,0.45582,-0.43342,0.49711,-1.28833,1.29051,0.86893,0,0,0,0,1
Oc1ccc2c(noc2c1)c3cccc4cc(O)ccc34,0.2009,-0.34028,0.01195,-0.38439,0.17469,-0.63273,-0.15723,-0.59842,-0.7241,-0.53783,-0.2946,-0.78064,-0.54098,0.74296,0.44776,-0.43342,0.49624,-1.28833,1.31358,0.82997,1,0,0,0,1
Oc1ccc2c(noc2c1)c3cccc4c(O)cccc34,0.20976,-0.32652,0.01195,-0.36342,0.17551,-0.61926,-0.15723,-0.59842,-0.75901,-0.54483,-0.2946,-0.75511,-0.53411,0.74098,0.53921,-0.43342,0.49638,-1.28833,1.31267,0.44023,0,1,0,1,1
Oc1ccc2c(noc2c1)c3cccc4ccc(O)cc34,0.20732,-0.33229,0.01195,-0.36002,0.17551,-0.61946,-0.15723,-0.59842,-0.77164,-0.54175,-0.2946,-0.75511,-0.53411,0.74098,0.48027,-0.30279,0.49638,-1.28833,1.31422,0.70142,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3cccc4c(O)cccc34,0.24687,0.37385,0.06466,-0.38398,0.17551,-0.28965,-0.1435,-0.59842,-0.90714,-0.59902,-0.03046,-1.02323,-0.53411,0.87287,0.53156,-0.67549,0.49638,-1.28833,0.41048,0.49028,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3cccc4cc(O)ccc34,0.29425,0.35294,0.06466,-0.41825,0.17469,-0.28979,-0.1435,-0.59842,-0.87042,-0.5934,-0.03046,-1.05339,-0.54098,0.87572,0.4423,-0.67549,0.49624,-1.28833,0.41072,0.86536,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3ccc(O)c4ccccc34,0.14617,0.39353,0.06466,-0.36291,0.17551,-0.28963,-0.1435,-0.59842,-0.90714,-0.59902,0.21112,-1.02323,-0.53411,0.87287,0.53156,-0.54486,0.49638,-1.28833,0.41207,0.49028,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3cccc4ccccc34,0.21074,0.44148,0.45727,-0.43719,0.1739,-0.28995,-0.01323,-0.59848,-0.87297,-0.30861,0.16145,-1.08264,-0.57027,0.88541,0.42379,0.02781,0.49554,-1.28833,0.53634,1.05196,0,0,0,0,1
Oc1ccc2nc(oc2c1)c3cccc4c(Br)c(O)ccc34,0.30985,0.11936,0.38029,-0.29391,0.18537,-0.29068,-0.04266,3.33826,-0.26913,-0.81729,0.46661,-0.53212,-0.55527,0.89343,0.52681,-0.33994,0.50735,-1.28833,0.41457,0.44608,0,1,0,0,1
Oc1ccc2c(cccc2c1)c3oc4cc(O)c(F)cc4n3,0.3257,-0.06471,0.00177,-0.5564,-0.8963,-0.289,-0.15978,-0.41063,-1.65565,-0.7693,-0.4023,-1.05517,-0.18849,0.84219,0.43958,-0.60367,0.47407,-1.28833,0.39438,0.88763,1,0,0,0,1
Oc1ccc2c(cccc2c1)c3oc4ccc(O)cc4n3,0.14881,0.37312,0.06466,-0.36217,0.22138,-0.2898,-0.1435,-0.59842,-0.8652,-0.5934,-0.03046,-1.05339,-0.58843,0.88264,0.4423,-0.67549,0.49777,-1.28833,0.40654,0.86536,0,0,0,0,1
Cc1cc(O)c2cccc(c3oc4cc(O)ccc4n3)c2c1,0.2126,0.35209,0.3759,-0.34484,0.17982,-0.29109,-0.04428,-0.59842,-0.44662,-0.83897,-0.0122,-0.92961,-0.54616,0.88484,0.5758,-0.4328,0.50555,0.73716,0.39884,0.23381,0,1,0,1,1
Oc1ccc2cc(ccc2c1)c3oc4ccc(O)cc4n3,0.091,0.36935,0.06466,-0.38253,0.203,-0.29755,-0.1435,-0.59842,-0.8476,-0.60362,-0.03046,-1.61832,-0.59352,0.86685,0.42116,-0.67549,0.49,-1.28833,0.40638,0.94557,0,0,0,0,1
Oc1ccc(cc1)C2=C(Br)c3ccc(O)cc3C2=O,-0.0816,0.05367,0.31008,-0.27825,0.16777,-0.11883,-0.06786,3.33826,-0.42203,-0.94156,-1.05745,0.27268,-0.75252,1.9514,0.42743,-0.83459,0.45214,-1.28833,0.97793,0.87346,0,0,0,0,1
CC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,-0.3887,-0.10876,0.30569,0.08676,0.11693,-0.13542,-0.06938,-0.59842,-0.54538,-0.94156,-1.2742,-0.65963,-0.74969,1.94701,0.42276,-1.05809,0.44846,0.69649,0.95441,0.87952,0,0,0,0,1
CSC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,0.0008,-0.03618,0.16604,-0.20186,0.18208,-0.12531,-0.11459,0.4011,-0.39468,-0.94156,-1.07824,0.66368,-0.80694,-1.21828,0.44479,-0.86926,0.46623,1.03859,0.90874,0.75995,0,0,0,0,1
CCSC1=C(C(=O)c2cc(O)ccc12)c3ccc(O)cc3,-0.01245,-0.05534,0.34062,-0.20537,0.19069,-0.12521,-0.05709,0.40106,-0.37237,-0.80043,-0.82394,0.90052,-0.84598,-1.22585,0.45878,-0.64763,0.47786,0.98663,0.92371,0.68079,0,0,0,1,1
Oc1ccc(cc1)C2=C(c3ccccc3)c4ccc(O)cc4C2=O,-0.31513,-0.06323,0.70018,0.00016,0.16895,-0.13082,0.09212,-0.59842,-0.17144,0.16758,-0.6038,0.30277,-0.73747,2.01218,0.48894,-0.16411,0.50314,-1.28833,0.97133,0.59514,0,0,0,1,1
COc1cc(O)cc2C(=O)C(=C(Br)c12)c3ccc(O)cc3,0.06088,0.19147,-0.03756,-0.74202,0.1753,-0.11753,-0.16931,3.33826,-0.3539,-1.11781,-1.05184,0.47963,-0.59448,0.74699,0.48416,-0.68601,0.46781,0.31823,0.43049,0.69536,1,1,0,0,1
Oc1ccc(cc1)C2=C(Br)c3c(O)cc(O)cc3C2=O,-0.31423,0.22607,-0.08253,-0.6219,0.17099,-0.11763,-0.1796,3.33826,-0.92034,-1.11781,-1.24937,0.36126,-0.60082,1.95264,0.53781,-0.88474,0.45318,-1.28833,0.93692,0.39202,1,0,0,1,1
CSC1=C(C(=O)c2cc(O)cc(O)c12)c3ccc(O)cc3,-0.14594,0.08391,-0.22657,-0.50262,0.1853,-0.12412,-0.20821,0.4011,-0.88709,-1.11781,-1.27016,0.7523,-0.64384,-1.27631,0.56906,-0.91941,0.46726,0.936,0.85285,0.1878,1,1,0,0,1
CCSC1=C(C(=O)c2cc(O)cc(O)c12)c3ccc(O)cc3,-0.16643,0.06422,-0.05199,-0.50891,0.19392,-0.12402,-0.17268,0.40106,-0.8598,-1.00443,-1.01586,0.98914,-0.66376,-1.28388,0.59243,-0.69777,0.47889,0.9107,0.8678,0.05695,1,1,0,0,1
Oc1ccc(cc1)C2=C(c3ccccc3)c4c(O)cc(O)cc4C2=O,-0.64028,0.05787,0.30757,-0.18863,0.17217,-0.12963,-0.06873,-0.59836,-0.78207,-0.12285,-0.79571,0.39139,-0.55454,2.01342,0.6415,-0.21426,0.50418,-1.28833,0.9072,-0.07055,0,0,0,0,1
Oc1ccc(cc1)C2=C(Br)c3cc(O)ccc3C2=O,0.22098,0.01556,0.31008,-0.26784,0.16777,-0.11983,-0.06786,3.33826,-0.38838,-0.94156,-1.05745,0.29482,-0.75252,1.9514,0.43812,-0.83459,0.45214,-1.28833,0.9707,0.81221,0,0,0,0,1
COc1ccc2C(=O)C(=C(Br)c2c1)c3ccc(O)cc3,0.12127,0.11418,0.35505,-0.26446,0.16991,-0.11973,-0.0519,3.33826,0.02438,-0.94156,-0.85992,0.35401,-0.77377,0.7253,0.3935,-0.63586,0.46435,0.42036,0.48338,1.02125,1,1,0,0,1
CC1=C(C(=O)c2ccc(O)cc12)c3ccc(O)cc3,0.13215,-0.17367,0.30569,0.09997,0.11693,-0.13642,-0.06938,-0.59842,-0.51703,-0.94156,-1.2742,-0.65963,-0.74969,1.94701,0.43177,-1.05809,0.44846,0.66984,0.94245,0.82046,1,0,0,0,1
CSC1=C(C(=O)c2ccc(O)cc12)c3ccc(O)cc3,0.38277,-0.08842,0.16604,-0.20308,0.18208,-0.12631,-0.11459,0.4011,-0.3598,-0.94156,-1.07824,0.68584,-0.80694,-1.2289,0.46092,-0.86926,0.46623,1.02109,0.8994,0.66322,0,0,0,0,1
CCSC1=C(C(=O)c2ccc(O)cc12)c3ccc(O)cc3,0.36742,-0.10761,0.34062,-0.20692,0.1907,-0.12621,-0.05709,0.40106,-0.33652,-0.8056,-0.82394,0.92268,-0.84598,-1.23647,0.47871,-0.64763,0.47786,0.97454,0.91438,0.56304,0,0,0,0,1
Oc1ccc(cc1)C2=C(c3ccccc3)c4cc(O)ccc4C2=O,0.15333,-0.12173,0.70018,0.0128,0.16895,-0.13182,0.09212,-0.59842,-0.15839,0.14616,-0.6038,0.32492,-0.82533,2.01218,0.51663,-0.16411,0.50314,-1.28833,0.96049,0.45906,0,0,0,1,1
CC1=C(C(=O)c2c(O)cc(O)cc12)c3ccc(O)cc3,0.62568,-0.0393,-0.08692,-0.65695,0.12015,-0.10654,-0.18057,-0.59836,-1.09465,-1.11781,-1.46612,-0.61532,-0.53393,1.94825,0.51371,-1.10823,0.4495,0.56725,0.93014,0.50185,1,0,0,0,1
Oc1ccc(cc1)C2=C(c3ccccc3)c4cc(O)cc(O)c4C2=O,0.59244,0.02475,0.30757,-0.73113,0.17218,-0.10194,-0.06873,-0.59836,-0.7968,-0.11859,-0.79571,0.36923,-0.50682,2.01342,0.59856,-0.21426,0.50418,-1.28833,0.94968,0.14046,1,0,0,0,1
Oc1ccc2C(=C(C(=O)Oc2c1)c3ccc(Cl)cc3)Cc4ccccc4,0.3262,0.72452,1.6132,-0.2552,0.37043,1.08804,0.65726,0.58855,0.47698,0.3811,0.45957,0.22128,-0.30514,-0.61317,0.48911,0.52494,0.56283,-1.28833,0.16087,0.67195,0,1,0,1,1
Oc1ccc(C(=O)Cc2oc3ccccc3c2)c(O)c1,1.09318,-0.40303,-0.43902,-1.04286,0.08191,-0.31638,-0.23826,-0.59836,-1.47802,-0.59496,-1.10321,-1.98127,0.07937,0.82535,0.46637,-0.77826,0.42511,-1.28833,0.90444,0.75079,0,0,0,1,1
O=C(Oc1ccc2C(=CC(=O)Oc2c1)c3ccccc3)c4occc4,0.01032,0.0623,0.14561,0.93657,-0.2453,1.35505,-0.12068,-0.5983,-0.56885,-0.06407,-0.29644,-0.7172,0.05202,0.65453,-1.89854,0.12934,-1.8963,-1.28833,-1.17207,-2.7892,0,1,1,0,1
Oc1ccc(c(F)c1)c2ccc3c(Cl)c(O)ccc3c2,0.19654,-0.30948,0.69872,-0.29416,0.00771,-0.84482,0.09143,0.58855,-0.75162,-0.68532,-0.28436,-1.21798,-0.45932,-0.68203,0.48184,-0.20312,0.43676,-1.28833,1.14259,0.57459,1,0,0,0,0
Oc1ccc2cc(ccc2c1)c3cc(F)c(O)cc3F,-0.18479,-0.3948,0.37876,-0.24193,-0.69114,-0.61027,-0.04323,-0.41057,-2.38342,-0.67244,-0.61963,-1.41943,-0.14104,1.89409,0.39839,-0.22726,0.40407,-1.28833,1.10658,1.01171,1,0,0,1,0
Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)cc3F,-0.18205,-0.72056,0.63583,-0.11924,-0.67774,-0.60976,0.06237,0.58855,-1.88156,-0.90345,-0.19368,-1.21905,-0.15428,-0.70077,0.47861,-0.1313,0.4146,-1.28833,1.09702,0.60108,1,0,0,1,0
Oc1ccc2cc(ccc2c1)c3c(F)cc(O)cc3F,0.57386,0.13665,0.37876,-1.086,-0.04069,-0.79798,-0.04323,-0.41057,-2.48405,-0.70114,-0.61963,-1.42789,-0.25085,1.90274,0.39774,-0.22726,0.41132,-1.28833,1.11166,1.01727,1,0,0,0,0
Oc1cc(F)c(c(F)c1)c2ccc3c(Cl)c(O)ccc3c2,0.58237,-0.18899,0.63583,-0.96242,-0.01389,-0.79627,0.06237,0.58855,-1.98985,-0.9271,-0.19368,-1.22012,-0.26409,-0.70513,0.47795,-0.1313,0.42185,-1.28833,1.10211,0.60664,1,0,0,0,0
Oc1ccc(c(Cl)c1)c2ccc3cc(O)ccc3c2,0.12633,0.04375,0.76161,-0.29617,0.34672,-0.89067,0.12176,0.58859,0.25576,-0.44533,0.08748,-0.90549,-0.86111,-0.63961,0.42159,-0.01367,0.48948,-1.28833,1.21888,0.843,1,0,0,0,0
Oc1ccc(c(Cl)c1)c2ccc3c(Cl)c(O)ccc3c2,0.12561,-0.28206,1.01868,-0.17393,0.48933,-0.88901,0.25891,0.58864,0.83547,-0.68532,0.51342,-0.85944,-0.92124,-0.65736,0.49811,0.08229,0.50381,-1.28833,1.20932,0.47683,1,0,0,0,0
COc1cc(O)ccc1c2ccc3cc(O)ccc3c2,0.4954,0.0582,0.1569,-0.39378,0.29476,-0.99848,-0.11733,-0.59842,-0.2832,-0.44533,-0.33286,-1.18921,-0.66914,0.74723,0.42769,-0.22231,0.49238,0.37008,0.6688,0.90016,1,0,0,0,1
Cc1cc(O)ccc1c2ccc3cc(O)ccc3c2,-0.02054,-0.00111,0.81578,-0.04207,0.32929,-1.53217,0.1489,-0.59848,0.10445,-0.44533,-0.3202,-1.16852,-0.86015,1.99258,0.4163,0.13305,0.48669,0.79131,1.23422,0.84934,1,0,0,1,0
Cc1cc(O)ccc1c2ccc3c(Cl)c(O)ccc3c2,-0.02639,-0.32701,1.07285,0.07945,0.33622,-1.11683,0.29052,0.58855,0.67941,-0.68532,0.10574,-1.08299,-0.91739,-0.65978,0.49651,0.22901,0.49722,0.80525,1.22466,0.47841,1,1,0,0,0
Oc1ccc2cc(ccc2c1)c3ccc(O)c(F)c3,0.00238,-0.54026,0.44165,0.09643,-0.68116,-0.61344,-0.01935,-0.41063,-1.29965,-0.40337,-0.71031,-1.4025,-0.54912,1.91186,0.40228,-0.16845,0.41897,-1.28833,1.17908,0.97965,1,0,0,0,0
Oc1ccc(cc1F)c2ccc3c(Cl)c(O)ccc3c2,-0.00157,-0.86614,0.69872,0.21815,-0.66776,-0.61299,0.09143,0.58855,-0.76051,-0.64764,-0.28436,-1.2169,-0.56236,-0.67767,0.48249,-0.07249,0.4295,-1.28833,1.16952,0.56902,1,0,0,1,0
Oc1ccc2cc(ccc2c1)c3ccc(O)c(Cl)c3,0.00471,-0.30998,0.76161,0.02879,0.34004,-0.68703,0.12176,0.58859,0.16249,-0.40337,0.08748,-1.22774,-0.85417,-0.65658,0.45117,0.11695,0.48725,-1.28833,1.23709,0.69518,1,0,0,0,0
Oc1ccc(cc1Cl)c2ccc3c(Cl)c(O)ccc3c2,0.0004,-0.63586,1.01868,0.15049,0.91807,-1.0084,0.25891,0.58862,0.73974,-0.64764,0.51342,-1.11772,-1.01127,-0.65769,0.49595,0.21291,0.53428,-1.28833,1.22753,0.48823,1,0,0,1,0
Oc1ccc2cc(ccc2c1)c3cc(F)c(O)c(F)c3,0.18457,-0.97935,0.37876,-0.05143,-0.70285,-0.56381,-0.04323,-0.41057,-2.51718,-0.61481,-0.61963,-1.41096,-0.24407,1.88545,0.39905,-0.09663,0.39681,-1.28833,1.16414,1.00614,1,0,0,0,0
Oc1ccc2cc(ccc2c1Cl)c3cc(F)c(O)c(F)c3,0.18155,-1.30522,0.63583,0.07037,-0.68945,-0.56294,0.06237,0.58855,-2.00764,-0.85072,-0.19368,-1.21798,-0.25732,-0.69641,0.47927,-0.00067,0.40734,-1.28833,1.15458,0.59552,1,0,0,1,0
Oc1ccc(cc1)c2cc(F)c3cc(O)ccc3c2,-0.27756,-0.0131,0.44165,-0.03201,0.05261,-0.8676,-0.01935,-0.41063,-1.01548,-0.45488,-0.71031,-1.42909,-0.65964,1.93243,0.39518,-0.56033,0.43622,-1.28833,1.10943,1.0422,1,0,0,0,0
Oc1ccc2cc(cc(F)c2c1)c3ccc(O)c(F)c3,-0.23333,-0.56911,0.37876,0.16608,-0.68366,-0.61265,-0.04323,-0.41057,-2.01143,-0.69881,-0.61963,-1.41943,-0.44599,1.90601,0.39195,-0.61915,0.41406,-1.28833,1.04292,1.0687,1,0,0,0,0
Oc1ccc(cc1)c2cc(F)c3c(Cl)c(O)ccc3c2,-0.15339,-0.27195,0.69872,-0.12159,0.05933,-0.84388,0.09143,0.58855,-0.58671,-0.65897,-0.28436,-1.25011,-0.70254,-0.73259,0.47539,-0.20312,0.44675,-1.28833,1.13182,0.63158,1,0,0,0,0
Oc1ccc(cc1F)c2cc(F)c3c(Cl)c(O)ccc3c2,-0.10824,-0.82796,0.63583,0.07658,-0.67026,-0.61202,0.06237,0.58855,-1.61226,-0.8939,-0.19368,-1.25118,-0.46275,-0.75134,0.47217,-0.26193,0.42459,-1.28833,1.06531,0.65807,1,0,0,1,0
Oc1ccc(cc1)c2cc(Cl)c3cc(O)ccc3c2,-0.17379,0.02259,0.76161,-0.05036,0.08068,-0.90886,0.12176,0.58859,0.24449,-0.45488,0.08748,-1.04355,-0.77753,-0.63011,0.44039,-0.27493,0.45692,-1.28833,1.19209,0.77065,1,0,0,0,0
Oc1ccc(cc1)c2cc(Cl)c3c(Cl)c(O)ccc3c2,-0.09692,-0.25946,1.01868,-0.06311,0.08738,-0.59387,0.25891,0.58864,0.86621,-0.65897,0.51342,-0.47904,-0.8106,-0.65267,0.52061,0.08229,0.46745,-1.28833,1.20251,0.36003,1,0,0,0,0
Oc1ccc(cc1)c2cc(C*N)c3cc(O)ccc3c2,0.02446,-0.11008,0.39236,-0.03846,-0.17445,-0.61747,-0.03818,-0.59848,-0.41438,-0.22518,-0.62054,-1.1413,-0.75224,1.95282,0.43255,-0.59315,0.45333,-1.28833,1.0667,0.8641,1,0,0,0,1
Oc1ccc2cc(cc(C*N)c2c1)c3ccc(O)c(F)c3,0.04599,-0.66715,0.32947,0.15349,-0.6418,-0.6,-0.06106,-0.41063,-1.38967,-0.48419,-0.52987,-1.14987,-0.48344,1.9264,0.42932,-0.65196,0.43117,-1.28833,1.00014,0.8906,1,0,0,0,1
Oc1ccc(cc1)c2cc(C*N)c3c(Br)c(O)ccc3c2,-0.18155,-0.28897,0.70799,0.06428,0.0842,-0.61648,0.09582,3.33825,0.15623,-0.46791,-0.12347,-0.23872,-0.786,1.96606,0.51706,-0.2576,0.46445,-1.28833,1.08308,0.44482,1,0,0,0,1
Oc1ccc(cc1)c2cc(C*N)c3c(Cl)c(O)ccc3c2,-0.24442,-0.35193,0.64942,0.09428,0.03986,-0.6162,0.06855,0.58855,0.09345,-0.46791,-0.1946,-0.67454,-0.78531,-0.70535,0.51277,-0.36656,0.46386,-1.28833,1.07459,0.45347,1,1,0,0,1
Oc1ccc(cc1F)c2cc(C*N)c3c(Cl)c(O)ccc3c2,-0.22197,-0.90898,0.58653,0.2863,-0.6284,-0.59865,0.04048,0.58855,-0.91144,-0.71681,-0.10392,-0.67562,-0.49668,-0.7241,0.50954,-0.42537,0.4417,-1.28833,1.00803,0.47997,1,1,0,1,1
Oc1ccc(cc1F)c2cc(C*N)c3c(F)c(O)ccc3c2,-0.37881,-1.08578,0.26658,0.35802,-0.64242,-0.51008,-0.08267,-0.41057,-2.43697,-0.71681,-0.43919,-1.15416,-0.31072,1.92244,0.40781,-0.71077,0.42785,-1.28833,0.95959,1.09096,1,0,0,0,1
Oc1ccc2cc(cc(C=O)c2c1)c3ccc(O)c(F)c3,0.12852,-0.62512,0.17113,0.1618,-0.78157,-0.60825,-0.11306,-0.41063,-1.39912,-0.48419,-0.63221,-1.15562,-0.17315,1.92525,0.42773,-0.66868,0.43021,-1.28833,0.77808,0.87878,1,0,0,0,1
Oc1ccc2cc(cc(C=C)c2c1)c3ccc(O)c(F)c3,0.00238,-0.54026,0.79856,0.09643,-0.62486,-0.61327,0.14017,-0.41063,-0.96369,-0.48419,-0.44591,-1.01925,-0.54912,1.93726,0.4477,0.36088,0.44028,-1.28833,1.17908,0.74793,1,0,0,0,0
CCc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,0.03613,-0.55429,0.51925,0.08247,-0.62948,-0.61378,0.01186,-0.41063,-0.75542,-0.48419,-0.34368,-1.06526,-0.58429,1.94212,0.45609,0.3615,0.44436,0.85369,1.17575,0.67069,1,0,0,1,0
Oc1ccc2cc(cc(C*C)c2c1)c3ccc(O)c(F)c3,-0.06289,-0.52987,0.83858,0.12069,-0.63655,-0.61322,0.1606,-0.41063,-1.17195,-0.48419,-0.70628,-1.09898,-0.51394,1.93241,0.43931,0.0891,0.43621,-1.28833,1.17469,0.82517,1,0,0,0,0
CC*Cc1cc(cc2ccc(O)cc12)c3ccc(O)c(F)c3,-0.07795,-0.62389,1.16454,0.13342,-0.62794,-0.61311,0.34615,-0.41063,-1.03239,-0.25487,-0.45198,-1.04025,-0.52599,1.94684,0.46208,0.45993,0.44832,0.5347,1.15157,0.72499,1,0,0,0,0
Oc1ccc(c(F)c1)c2cc(C*N)c3cc(O)ccc3c2,0.29744,-0.10508,0.32947,-0.33656,-0.17696,-0.46539,-0.06106,-0.41053,-1.40344,-0.52209,-0.52987,-1.15844,-0.3804,1.93505,0.42866,-0.78259,0.43843,-1.28833,0.97358,0.89616,1,0,0,0,1
Oc1ccc2cc(cc(C*N)c2c1)c3cc(F)c(O)cc3F,-0.05469,-0.51558,0.26658,-0.15738,-0.65177,-0.46111,-0.08267,-0.4105,-2.59446,-0.74537,-0.43919,-1.16701,-0.07536,1.90863,0.42544,-0.71077,0.41626,-1.28833,0.92803,0.92265,1,0,0,0,1
Oc1ccc2cc(cc(C*N)c2c1)c3c(F)cc(O)cc3F,0.76294,0.02141,0.26658,-0.97832,-0.17947,-0.43417,-0.08267,-0.4105,-2.72542,-0.7706,-0.43919,-1.17558,-0.18518,1.91728,0.42478,-0.71077,0.42352,-1.28833,0.93348,0.92822,1,0,0,0,1
Oc1ccc2cc(cc(C*N)c2c1)c3cc(F)c(O)c(F)c3,0.25556,-1.10565,0.26658,0.00996,-0.66348,-0.55492,-0.08267,-0.41057,-2.69787,-0.6936,-0.43919,-1.15844,-0.1784,1.89999,0.42609,-0.58015,0.40901,-1.28833,0.98523,0.91709,1,0,0,0,1
Oc1ccc(cc1)c2ccc3cc(O)cc(C*N)c3c2,-0.39213,-0.01764,0.39236,-0.11395,-0.32323,-0.61666,-0.03818,-0.59848,-0.42566,-0.22097,-0.62054,-1.15566,-0.69689,1.95002,0.44485,-0.46252,0.45099,-1.28833,1.09098,0.82492,1,0,0,0,1
