value,length,kind
0.115394592,11,Symmetric encryption by Raspberry Pi
0.114679337,11,Symmetric encryption by Raspberry Pi
0.116825104,11,Symmetric encryption by Raspberry Pi
0.115633011,11,Symmetric encryption by Raspberry Pi
0.113964081,11,Symmetric encryption by Raspberry Pi
0.114440918,11,Symmetric encryption by Raspberry Pi
0.114679337,11,Symmetric encryption by Raspberry Pi
0.114917755,11,Symmetric encryption by Raspberry Pi
0.115156174,11,Symmetric encryption by Raspberry Pi
0.116586685,11,Symmetric encryption by Raspberry Pi
0.115394592,11,Symmetric encryption by Raspberry Pi
0.115156174,11,Symmetric encryption by Raspberry Pi
0.113964081,11,Symmetric encryption by Raspberry Pi
0.114202499,11,Symmetric encryption by Raspberry Pi
0.114440918,11,Symmetric encryption by Raspberry Pi
0.114917755,11,Symmetric encryption by Raspberry Pi
0.114440918,11,Symmetric encryption by Raspberry Pi
0.114917755,11,Symmetric encryption by Raspberry Pi
0.114440918,11,Symmetric encryption by Raspberry Pi
0.114440918,11,Symmetric encryption by Raspberry Pi
0.113725662,11,Symmetric encryption by Raspberry Pi
0.114202499,11,Symmetric encryption by Raspberry Pi
0.113964081,11,Symmetric encryption by Raspberry Pi
0.114679337,11,Symmetric encryption by Raspberry Pi
0.114679337,11,Symmetric encryption by Raspberry Pi
0.114202499,11,Symmetric encryption by Raspberry Pi
0.114202499,11,Symmetric encryption by Raspberry Pi
0.113487244,11,Symmetric encryption by Raspberry Pi
0.114202499,11,Symmetric encryption by Raspberry Pi
0.114917755,11,Symmetric encryption by Raspberry Pi
0.118732452,11,Symmetric encryption by Raspberry Pi
0.114679337,11,Symmetric encryption by Raspberry Pi
0.113725662,11,Symmetric encryption by Raspberry Pi
0.113964081,11,Symmetric encryption by Raspberry Pi
0.113964081,11,Symmetric encryption by Raspberry Pi
0.113725662,11,Symmetric encryption by Raspberry Pi
0.114202499,11,Symmetric encryption by Raspberry Pi
0.113487244,11,Symmetric encryption by Raspberry Pi
0.122070313,11,Symmetric encryption by Raspberry Pi
0.115394592,11,Symmetric encryption by Raspberry Pi
0.113964081,11,Symmetric encryption by Raspberry Pi
0.113964081,11,Symmetric encryption by Raspberry Pi
0.113725662,11,Symmetric encryption by Raspberry Pi
0.115156174,11,Symmetric encryption by Raspberry Pi
0.114202499,11,Symmetric encryption by Raspberry Pi
0.113725662,11,Symmetric encryption by Raspberry Pi
0.113725662,11,Symmetric encryption by Raspberry Pi
0.113725662,11,Symmetric encryption by Raspberry Pi
0.114202499,11,Symmetric encryption by Raspberry Pi
0.113010406,11,Symmetric encryption by Raspberry Pi
0.123023987,11,Symmetric encryption by Raspberry Pi
0.113487244,11,Symmetric encryption by Raspberry Pi
0.113964081,11,Symmetric encryption by Raspberry Pi
0.113964081,11,Symmetric encryption by Raspberry Pi
0.113964081,11,Symmetric encryption by Raspberry Pi
0.113487244,11,Symmetric encryption by Raspberry Pi
0.114917755,11,Symmetric encryption by Raspberry Pi
0.113725662,11,Symmetric encryption by Raspberry Pi
0.123739243,11,Symmetric encryption by Raspberry Pi
0.115394592,11,Symmetric encryption by Raspberry Pi
0.114202499,11,Symmetric encryption by Raspberry Pi
0.114440918,11,Symmetric encryption by Raspberry Pi
0.114679337,11,Symmetric encryption by Raspberry Pi
0.291347504,12,Symmetric encryption by Raspberry Pi
0.268697739,12,Symmetric encryption by Raspberry Pi
0.22149086,12,Symmetric encryption by Raspberry Pi
0.200033188,12,Symmetric encryption by Raspberry Pi
0.211000443,12,Symmetric encryption by Raspberry Pi
0.194549561,12,Symmetric encryption by Raspberry Pi
0.195026398,12,Symmetric encryption by Raspberry Pi
0.195264816,12,Symmetric encryption by Raspberry Pi
0.205755234,12,Symmetric encryption by Raspberry Pi
0.194549561,12,Symmetric encryption by Raspberry Pi
0.239133835,12,Symmetric encryption by Raspberry Pi
0.220298767,12,Symmetric encryption by Raspberry Pi
0.197649002,12,Symmetric encryption by Raspberry Pi
0.195980072,12,Symmetric encryption by Raspberry Pi
0.207185745,12,Symmetric encryption by Raspberry Pi
0.203132629,12,Symmetric encryption by Raspberry Pi
0.196695328,12,Symmetric encryption by Raspberry Pi
0.20813942,12,Symmetric encryption by Raspberry Pi
0.193834305,12,Symmetric encryption by Raspberry Pi
0.195503235,12,Symmetric encryption by Raspberry Pi
0.205993652,12,Symmetric encryption by Raspberry Pi
0.194549561,12,Symmetric encryption by Raspberry Pi
0.214338303,12,Symmetric encryption by Raspberry Pi
0.217676163,12,Symmetric encryption by Raspberry Pi
0.197410583,12,Symmetric encryption by Raspberry Pi
0.216245651,12,Symmetric encryption by Raspberry Pi
0.216007233,12,Symmetric encryption by Raspberry Pi
0.196695328,12,Symmetric encryption by Raspberry Pi
0.195264816,12,Symmetric encryption by Raspberry Pi
0.216722488,12,Symmetric encryption by Raspberry Pi
0.211954117,12,Symmetric encryption by Raspberry Pi
0.211715698,12,Symmetric encryption by Raspberry Pi
0.23317337,12,Symmetric encryption by Raspberry Pi
0.208854675,12,Symmetric encryption by Raspberry Pi
0.196456909,12,Symmetric encryption by Raspberry Pi
0.241994858,12,Symmetric encryption by Raspberry Pi
0.205278397,12,Symmetric encryption by Raspberry Pi
0.23651123,12,Symmetric encryption by Raspberry Pi
0.253200531,12,Symmetric encryption by Raspberry Pi
0.223636627,12,Symmetric encryption by Raspberry Pi
0.201940536,12,Symmetric encryption by Raspberry Pi
0.259160995,12,Symmetric encryption by Raspberry Pi
0.237464905,12,Symmetric encryption by Raspberry Pi
0.236749649,12,Symmetric encryption by Raspberry Pi
0.255346298,12,Symmetric encryption by Raspberry Pi
0.204801559,12,Symmetric encryption by Raspberry Pi
0.198841095,12,Symmetric encryption by Raspberry Pi
0.215291977,12,Symmetric encryption by Raspberry Pi
0.197887421,12,Symmetric encryption by Raspberry Pi
0.196933746,12,Symmetric encryption by Raspberry Pi
0.26345253,12,Symmetric encryption by Raspberry Pi
0.206708908,12,Symmetric encryption by Raspberry Pi
0.221014023,12,Symmetric encryption by Raspberry Pi
0.225543976,12,Symmetric encryption by Raspberry Pi
0.21982193,12,Symmetric encryption by Raspberry Pi
0.240087509,12,Symmetric encryption by Raspberry Pi
0.251054764,12,Symmetric encryption by Raspberry Pi
0.232219696,12,Symmetric encryption by Raspberry Pi
0.20647049,12,Symmetric encryption by Raspberry Pi
0.221729279,12,Symmetric encryption by Raspberry Pi
0.197172165,12,Symmetric encryption by Raspberry Pi
0.195503235,12,Symmetric encryption by Raspberry Pi
0.219106674,12,Symmetric encryption by Raspberry Pi
0.197649002,12,Symmetric encryption by Raspberry Pi
0.202417374,12,Symmetric encryption by Raspberry Pi
0.250577927,12,Symmetric encryption by Raspberry Pi
0.210285187,12,Symmetric encryption by Raspberry Pi
0.199079514,12,Symmetric encryption by Raspberry Pi
0.22315979,12,Symmetric encryption by Raspberry Pi
0.218153,12,Symmetric encryption by Raspberry Pi
0.216007233,12,Symmetric encryption by Raspberry Pi
0.265836716,12,Symmetric encryption by Raspberry Pi
0.250577927,12,Symmetric encryption by Raspberry Pi
0.206708908,12,Symmetric encryption by Raspberry Pi
0.223636627,12,Symmetric encryption by Raspberry Pi
0.204324722,12,Symmetric encryption by Raspberry Pi
0.199556351,12,Symmetric encryption by Raspberry Pi
0.247240067,12,Symmetric encryption by Raspberry Pi
0.20647049,12,Symmetric encryption by Raspberry Pi
0.197649002,12,Symmetric encryption by Raspberry Pi
0.220298767,12,Symmetric encryption by Raspberry Pi
0.201940536,12,Symmetric encryption by Raspberry Pi
0.229120255,12,Symmetric encryption by Raspberry Pi
0.205278397,12,Symmetric encryption by Raspberry Pi
0.195980072,12,Symmetric encryption by Raspberry Pi
0.231742859,12,Symmetric encryption by Raspberry Pi
0.198125839,12,Symmetric encryption by Raspberry Pi
0.21314621,12,Symmetric encryption by Raspberry Pi
0.196695328,12,Symmetric encryption by Raspberry Pi
0.234127045,12,Symmetric encryption by Raspberry Pi
0.21481514,12,Symmetric encryption by Raspberry Pi
0.207901001,12,Symmetric encryption by Raspberry Pi
0.200748444,12,Symmetric encryption by Raspberry Pi
0.216245651,12,Symmetric encryption by Raspberry Pi
0.203847885,12,Symmetric encryption by Raspberry Pi
0.201940536,12,Symmetric encryption by Raspberry Pi
0.228881836,12,Symmetric encryption by Raspberry Pi
0.226736069,12,Symmetric encryption by Raspberry Pi
0.203371048,12,Symmetric encryption by Raspberry Pi
0.199317932,12,Symmetric encryption by Raspberry Pi
0.508785248,13,Symmetric encryption by Raspberry Pi
0.414848328,13,Symmetric encryption by Raspberry Pi
0.389099121,13,Symmetric encryption by Raspberry Pi
0.382423401,13,Symmetric encryption by Raspberry Pi
0.380754471,13,Symmetric encryption by Raspberry Pi
0.374078751,13,Symmetric encryption by Raspberry Pi
0.36907196,13,Symmetric encryption by Raspberry Pi
0.358819962,13,Symmetric encryption by Raspberry Pi
0.383138657,13,Symmetric encryption by Raspberry Pi
0.357627869,13,Symmetric encryption by Raspberry Pi
0.403881073,13,Symmetric encryption by Raspberry Pi
0.374794006,13,Symmetric encryption by Raspberry Pi
0.361204147,13,Symmetric encryption by Raspberry Pi
0.397920609,13,Symmetric encryption by Raspberry Pi
0.388860703,13,Symmetric encryption by Raspberry Pi
0.367164612,13,Symmetric encryption by Raspberry Pi
0.396728516,13,Symmetric encryption by Raspberry Pi
0.392436981,13,Symmetric encryption by Raspberry Pi
0.371456146,13,Symmetric encryption by Raspberry Pi
0.359535217,13,Symmetric encryption by Raspberry Pi
0.393152237,13,Symmetric encryption by Raspberry Pi
0.405311584,13,Symmetric encryption by Raspberry Pi
0.389575958,13,Symmetric encryption by Raspberry Pi
0.399827957,13,Symmetric encryption by Raspberry Pi
0.375270844,13,Symmetric encryption by Raspberry Pi
0.388622284,13,Symmetric encryption by Raspberry Pi
0.365257263,13,Symmetric encryption by Raspberry Pi
0.402450562,13,Symmetric encryption by Raspberry Pi
0.398397446,13,Symmetric encryption by Raspberry Pi
0.401735306,13,Symmetric encryption by Raspberry Pi
0.366926193,13,Symmetric encryption by Raspberry Pi
0.386953354,13,Symmetric encryption by Raspberry Pi
0.399589539,13,Symmetric encryption by Raspberry Pi
0.364542007,13,Symmetric encryption by Raspberry Pi
0.359773636,13,Symmetric encryption by Raspberry Pi
0.412464142,13,Symmetric encryption by Raspberry Pi
0.404596329,13,Symmetric encryption by Raspberry Pi
0.411987305,13,Symmetric encryption by Raspberry Pi
0.406980515,13,Symmetric encryption by Raspberry Pi
0.405073166,13,Symmetric encryption by Raspberry Pi
0.395536423,13,Symmetric encryption by Raspberry Pi
0.398159027,13,Symmetric encryption by Raspberry Pi
0.419139862,13,Symmetric encryption by Raspberry Pi
0.393390656,13,Symmetric encryption by Raspberry Pi
0.429391861,13,Symmetric encryption by Raspberry Pi
0.442028046,13,Symmetric encryption by Raspberry Pi
0.382423401,13,Symmetric encryption by Raspberry Pi
0.395774841,13,Symmetric encryption by Raspberry Pi
0.360965729,13,Symmetric encryption by Raspberry Pi
0.40102005,13,Symmetric encryption by Raspberry Pi
0.374794006,13,Symmetric encryption by Raspberry Pi
0.386953354,13,Symmetric encryption by Raspberry Pi
0.380277634,13,Symmetric encryption by Raspberry Pi
0.409603119,13,Symmetric encryption by Raspberry Pi
0.388860703,13,Symmetric encryption by Raspberry Pi
0.401496887,13,Symmetric encryption by Raspberry Pi
0.382423401,13,Symmetric encryption by Raspberry Pi
0.362634659,13,Symmetric encryption by Raspberry Pi
0.36740303,13,Symmetric encryption by Raspberry Pi
0.390768051,13,Symmetric encryption by Raspberry Pi
0.374555588,13,Symmetric encryption by Raspberry Pi
0.360965729,13,Symmetric encryption by Raspberry Pi
0.36740303,13,Symmetric encryption by Raspberry Pi
0.407218933,13,Symmetric encryption by Raspberry Pi
0.364780426,13,Symmetric encryption by Raspberry Pi
0.363111496,13,Symmetric encryption by Raspberry Pi
0.414133072,13,Symmetric encryption by Raspberry Pi
0.397205353,13,Symmetric encryption by Raspberry Pi
0.36740303,13,Symmetric encryption by Raspberry Pi
0.361680984,13,Symmetric encryption by Raspberry Pi
0.358819962,13,Symmetric encryption by Raspberry Pi
0.36072731,13,Symmetric encryption by Raspberry Pi
0.360250473,13,Symmetric encryption by Raspberry Pi
0.363349915,13,Symmetric encryption by Raspberry Pi
0.36072731,13,Symmetric encryption by Raspberry Pi
0.35905838,13,Symmetric encryption by Raspberry Pi
0.364780426,13,Symmetric encryption by Raspberry Pi
0.36740303,13,Symmetric encryption by Raspberry Pi
0.357627869,13,Symmetric encryption by Raspberry Pi
0.359773636,13,Symmetric encryption by Raspberry Pi
0.359535217,13,Symmetric encryption by Raspberry Pi
0.355005264,13,Symmetric encryption by Raspberry Pi
0.355482101,13,Symmetric encryption by Raspberry Pi
0.356435776,13,Symmetric encryption by Raspberry Pi
0.355482101,13,Symmetric encryption by Raspberry Pi
0.373840332,13,Symmetric encryption by Raspberry Pi
0.354290009,13,Symmetric encryption by Raspberry Pi
0.360250473,13,Symmetric encryption by Raspberry Pi
0.356435776,13,Symmetric encryption by Raspberry Pi
0.410795212,13,Symmetric encryption by Raspberry Pi
0.366926193,13,Symmetric encryption by Raspberry Pi
0.383615494,13,Symmetric encryption by Raspberry Pi
0.417470932,13,Symmetric encryption by Raspberry Pi
0.370740891,13,Symmetric encryption by Raspberry Pi
0.361919403,13,Symmetric encryption by Raspberry Pi
0.35738945,13,Symmetric encryption by Raspberry Pi
0.390768051,13,Symmetric encryption by Raspberry Pi
0.38433075,13,Symmetric encryption by Raspberry Pi
0.402212143,13,Symmetric encryption by Raspberry Pi
0.386714935,13,Symmetric encryption by Raspberry Pi
0.953197479,14,Symmetric encryption by Raspberry Pi
0.880241394,14,Symmetric encryption by Raspberry Pi
0.737905502,14,Symmetric encryption by Raspberry Pi
0.811338425,14,Symmetric encryption by Raspberry Pi
0.730991364,14,Symmetric encryption by Raspberry Pi
0.80370903,14,Symmetric encryption by Raspberry Pi
0.789403915,14,Symmetric encryption by Raspberry Pi
0.777959824,14,Symmetric encryption by Raspberry Pi
0.784158707,14,Symmetric encryption by Raspberry Pi
0.767946243,14,Symmetric encryption by Raspberry Pi
0.784158707,14,Symmetric encryption by Raspberry Pi
0.743150711,14,Symmetric encryption by Raspberry Pi
0.811576843,14,Symmetric encryption by Raspberry Pi
0.799179077,14,Symmetric encryption by Raspberry Pi
0.761508942,14,Symmetric encryption by Raspberry Pi
0.815629959,14,Symmetric encryption by Raspberry Pi
0.770568848,14,Symmetric encryption by Raspberry Pi
0.796318054,14,Symmetric encryption by Raspberry Pi
0.747203827,14,Symmetric encryption by Raspberry Pi
0.780105591,14,Symmetric encryption by Raspberry Pi
0.824213028,14,Symmetric encryption by Raspberry Pi
0.760316849,14,Symmetric encryption by Raspberry Pi
0.797271729,14,Symmetric encryption by Raspberry Pi
0.745534897,14,Symmetric encryption by Raspberry Pi
0.737667084,14,Symmetric encryption by Raspberry Pi
0.691175461,14,Symmetric encryption by Raspberry Pi
0.796318054,14,Symmetric encryption by Raspberry Pi
0.815391541,14,Symmetric encryption by Raspberry Pi
0.747442245,14,Symmetric encryption by Raspberry Pi
0.795125961,14,Symmetric encryption by Raspberry Pi
0.756025314,14,Symmetric encryption by Raspberry Pi
0.759601593,14,Symmetric encryption by Raspberry Pi
0.727653503,14,Symmetric encryption by Raspberry Pi
0.799417496,14,Symmetric encryption by Raspberry Pi
0.815629959,14,Symmetric encryption by Raspberry Pi
0.727653503,14,Symmetric encryption by Raspberry Pi
0.80037117,14,Symmetric encryption by Raspberry Pi
0.76508522,14,Symmetric encryption by Raspberry Pi
0.792980194,14,Symmetric encryption by Raspberry Pi
0.727415085,14,Symmetric encryption by Raspberry Pi
0.816583633,14,Symmetric encryption by Raspberry Pi
0.827550888,14,Symmetric encryption by Raspberry Pi
0.744581223,14,Symmetric encryption by Raspberry Pi
0.79035759,14,Symmetric encryption by Raspberry Pi
0.745534897,14,Symmetric encryption by Raspberry Pi
0.783443451,14,Symmetric encryption by Raspberry Pi
0.746011734,14,Symmetric encryption by Raspberry Pi
0.806093216,14,Symmetric encryption by Raspberry Pi
0.816345215,14,Symmetric encryption by Raspberry Pi
0.733137131,14,Symmetric encryption by Raspberry Pi
0.770807266,14,Symmetric encryption by Raspberry Pi
0.730276108,14,Symmetric encryption by Raspberry Pi
0.74505806,14,Symmetric encryption by Raspberry Pi
0.734329224,14,Symmetric encryption by Raspberry Pi
0.814437866,14,Symmetric encryption by Raspberry Pi
0.776529312,14,Symmetric encryption by Raspberry Pi
0.716209412,14,Symmetric encryption by Raspberry Pi
0.754594803,14,Symmetric encryption by Raspberry Pi
0.711202621,14,Symmetric encryption by Raspberry Pi
0.764846802,14,Symmetric encryption by Raspberry Pi
0.747919083,14,Symmetric encryption by Raspberry Pi
0.75507164,14,Symmetric encryption by Raspberry Pi
0.774383545,14,Symmetric encryption by Raspberry Pi
0.712156296,14,Symmetric encryption by Raspberry Pi
0.804662704,14,Symmetric encryption by Raspberry Pi
0.760555267,14,Symmetric encryption by Raspberry Pi
0.74338913,14,Symmetric encryption by Raspberry Pi
0.727176666,14,Symmetric encryption by Raspberry Pi
0.792503357,14,Symmetric encryption by Raspberry Pi
0.818490982,14,Symmetric encryption by Raspberry Pi
0.758647919,14,Symmetric encryption by Raspberry Pi
0.79870224,14,Symmetric encryption by Raspberry Pi
0.776290894,14,Symmetric encryption by Raspberry Pi
0.803470612,14,Symmetric encryption by Raspberry Pi
0.744104385,14,Symmetric encryption by Raspberry Pi
0.807762146,14,Symmetric encryption by Raspberry Pi
0.868797302,14,Symmetric encryption by Raspberry Pi
0.768661499,14,Symmetric encryption by Raspberry Pi
0.801086426,14,Symmetric encryption by Raspberry Pi
0.762224197,14,Symmetric encryption by Raspberry Pi
0.843763351,14,Symmetric encryption by Raspberry Pi
0.767707825,14,Symmetric encryption by Raspberry Pi
0.809907913,14,Symmetric encryption by Raspberry Pi
0.834703445,14,Symmetric encryption by Raspberry Pi
0.764846802,14,Symmetric encryption by Raspberry Pi
0.796556473,14,Symmetric encryption by Raspberry Pi
0.756502151,14,Symmetric encryption by Raspberry Pi
2.901077271,14,Symmetric encryption by Raspberry Pi
0.712156296,14,Symmetric encryption by Raspberry Pi
0.75173378,14,Symmetric encryption by Raspberry Pi
0.772953033,14,Symmetric encryption by Raspberry Pi
0.76007843,14,Symmetric encryption by Raspberry Pi
0.764369965,14,Symmetric encryption by Raspberry Pi
0.715970993,14,Symmetric encryption by Raspberry Pi
0.722885132,14,Symmetric encryption by Raspberry Pi
0.745296478,14,Symmetric encryption by Raspberry Pi
0.75006485,14,Symmetric encryption by Raspberry Pi
0.754356384,14,Symmetric encryption by Raspberry Pi
0.808477402,14,Symmetric encryption by Raspberry Pi
0.786066055,14,Symmetric encryption by Raspberry Pi
2.035140991,15,Symmetric encryption by Raspberry Pi
1.750469208,15,Symmetric encryption by Raspberry Pi
1.756429672,15,Symmetric encryption by Raspberry Pi
1.69467926,15,Symmetric encryption by Raspberry Pi
1.687765121,15,Symmetric encryption by Raspberry Pi
1.725673676,15,Symmetric encryption by Raspberry Pi
1.446008682,15,Symmetric encryption by Raspberry Pi
1.694440842,15,Symmetric encryption by Raspberry Pi
1.742601395,15,Symmetric encryption by Raspberry Pi
1.804590225,15,Symmetric encryption by Raspberry Pi
1.709938049,15,Symmetric encryption by Raspberry Pi
1.855373383,15,Symmetric encryption by Raspberry Pi
1.703977585,15,Symmetric encryption by Raspberry Pi
1.73830986,15,Symmetric encryption by Raspberry Pi
1.74498558,15,Symmetric encryption by Raspberry Pi
1.749038696,15,Symmetric encryption by Raspberry Pi
1.834869385,15,Symmetric encryption by Raspberry Pi
1.754760742,15,Symmetric encryption by Raspberry Pi
1.706600189,15,Symmetric encryption by Raspberry Pi
1.739740372,15,Symmetric encryption by Raspberry Pi
1.852989197,15,Symmetric encryption by Raspberry Pi
1.778125763,15,Symmetric encryption by Raspberry Pi
1.750707626,15,Symmetric encryption by Raspberry Pi
1.760005951,15,Symmetric encryption by Raspberry Pi
1.703023911,15,Symmetric encryption by Raspberry Pi
1.795530319,15,Symmetric encryption by Raspberry Pi
1.745223999,15,Symmetric encryption by Raspberry Pi
1.690626144,15,Symmetric encryption by Raspberry Pi
1.760482788,15,Symmetric encryption by Raspberry Pi
1.65104866,15,Symmetric encryption by Raspberry Pi
1.797199249,15,Symmetric encryption by Raspberry Pi
1.658439636,15,Symmetric encryption by Raspberry Pi
1.747131348,15,Symmetric encryption by Raspberry Pi
1.657485962,15,Symmetric encryption by Raspberry Pi
1.798868179,15,Symmetric encryption by Raspberry Pi
1.660108566,15,Symmetric encryption by Raspberry Pi
1.796722412,15,Symmetric encryption by Raspberry Pi
1.652240753,15,Symmetric encryption by Raspberry Pi
1.773834229,15,Symmetric encryption by Raspberry Pi
1.668930054,15,Symmetric encryption by Raspberry Pi
1.760959625,15,Symmetric encryption by Raspberry Pi
1.663208008,15,Symmetric encryption by Raspberry Pi
1.794815063,15,Symmetric encryption by Raspberry Pi
1.682281494,15,Symmetric encryption by Raspberry Pi
1.743793488,15,Symmetric encryption by Raspberry Pi
1.655817032,15,Symmetric encryption by Raspberry Pi
1.775026321,15,Symmetric encryption by Raspberry Pi
1.666545868,15,Symmetric encryption by Raspberry Pi
1.749277115,15,Symmetric encryption by Raspberry Pi
1.653432846,15,Symmetric encryption by Raspberry Pi
1.735687256,15,Symmetric encryption by Raspberry Pi
1.707315445,15,Symmetric encryption by Raspberry Pi
1.755714417,15,Symmetric encryption by Raspberry Pi
1.666307449,15,Symmetric encryption by Raspberry Pi
1.793146133,15,Symmetric encryption by Raspberry Pi
1.658439636,15,Symmetric encryption by Raspberry Pi
1.785516739,15,Symmetric encryption by Raspberry Pi
1.677036285,15,Symmetric encryption by Raspberry Pi
1.772165298,15,Symmetric encryption by Raspberry Pi
1.690387726,15,Symmetric encryption by Raspberry Pi
1.770973206,15,Symmetric encryption by Raspberry Pi
1.652002335,15,Symmetric encryption by Raspberry Pi
1.796722412,15,Symmetric encryption by Raspberry Pi
1.660108566,15,Symmetric encryption by Raspberry Pi
1.780509949,15,Symmetric encryption by Raspberry Pi
1.678943634,15,Symmetric encryption by Raspberry Pi
1.749277115,15,Symmetric encryption by Raspberry Pi
1.65104866,15,Symmetric encryption by Raspberry Pi
1.754283905,15,Symmetric encryption by Raspberry Pi
1.668453217,15,Symmetric encryption by Raspberry Pi
1.79028511,15,Symmetric encryption by Raspberry Pi
1.661300659,15,Symmetric encryption by Raspberry Pi
1.756668091,15,Symmetric encryption by Raspberry Pi
1.670598984,15,Symmetric encryption by Raspberry Pi
1.795530319,15,Symmetric encryption by Raspberry Pi
1.657485962,15,Symmetric encryption by Raspberry Pi
1.765489578,15,Symmetric encryption by Raspberry Pi
1.658678055,15,Symmetric encryption by Raspberry Pi
1.742601395,15,Symmetric encryption by Raspberry Pi
1.655340195,15,Symmetric encryption by Raspberry Pi
1.754522324,15,Symmetric encryption by Raspberry Pi
1.660108566,15,Symmetric encryption by Raspberry Pi
1.768350601,15,Symmetric encryption by Raspberry Pi
1.702070236,15,Symmetric encryption by Raspberry Pi
1.780509949,15,Symmetric encryption by Raspberry Pi
1.659870148,15,Symmetric encryption by Raspberry Pi
1.812458038,15,Symmetric encryption by Raspberry Pi
1.663923264,15,Symmetric encryption by Raspberry Pi
1.778841019,15,Symmetric encryption by Raspberry Pi
1.664876938,15,Symmetric encryption by Raspberry Pi
1.761436462,15,Symmetric encryption by Raspberry Pi
1.670837402,15,Symmetric encryption by Raspberry Pi
1.753807068,15,Symmetric encryption by Raspberry Pi
1.678466797,15,Symmetric encryption by Raspberry Pi
1.755952835,15,Symmetric encryption by Raspberry Pi
1.65772438,15,Symmetric encryption by Raspberry Pi
1.743555069,15,Symmetric encryption by Raspberry Pi
1.662969589,15,Symmetric encryption by Raspberry Pi
1.801967621,15,Symmetric encryption by Raspberry Pi
1.65271759,15,Symmetric encryption by Raspberry Pi
4.30893898,16,Symmetric encryption by Raspberry Pi
4.164934158,16,Symmetric encryption by Raspberry Pi
3.531217575,16,Symmetric encryption by Raspberry Pi
3.325462341,16,Symmetric encryption by Raspberry Pi
3.28707695,16,Symmetric encryption by Raspberry Pi
3.294706345,16,Symmetric encryption by Raspberry Pi
3.292798996,16,Symmetric encryption by Raspberry Pi
3.367900848,16,Symmetric encryption by Raspberry Pi
3.361225128,16,Symmetric encryption by Raspberry Pi
3.711700439,16,Symmetric encryption by Raspberry Pi
3.314971924,16,Symmetric encryption by Raspberry Pi
3.498315811,16,Symmetric encryption by Raspberry Pi
3.316640854,16,Symmetric encryption by Raspberry Pi
3.313779831,16,Symmetric encryption by Raspberry Pi
3.386259079,16,Symmetric encryption by Raspberry Pi
3.52025032,16,Symmetric encryption by Raspberry Pi
3.42297554,16,Symmetric encryption by Raspberry Pi
3.23343277,16,Symmetric encryption by Raspberry Pi
3.282308578,16,Symmetric encryption by Raspberry Pi
3.305435181,16,Symmetric encryption by Raspberry Pi
3.273487091,16,Symmetric encryption by Raspberry Pi
3.265142441,16,Symmetric encryption by Raspberry Pi
3.382205963,16,Symmetric encryption by Raspberry Pi
3.33571434,16,Symmetric encryption by Raspberry Pi
4.20999527,16,Symmetric encryption by Raspberry Pi
3.331661224,16,Symmetric encryption by Raspberry Pi
3.489971161,16,Symmetric encryption by Raspberry Pi
3.299236298,16,Symmetric encryption by Raspberry Pi
3.257036209,16,Symmetric encryption by Raspberry Pi
3.334760666,16,Symmetric encryption by Raspberry Pi
3.510951996,16,Symmetric encryption by Raspberry Pi
3.365516663,16,Symmetric encryption by Raspberry Pi
3.317117691,16,Symmetric encryption by Raspberry Pi
3.272533417,16,Symmetric encryption by Raspberry Pi
3.263235092,16,Symmetric encryption by Raspberry Pi
3.262996674,16,Symmetric encryption by Raspberry Pi
3.328800201,16,Symmetric encryption by Raspberry Pi
3.402709961,16,Symmetric encryption by Raspberry Pi
3.32903862,16,Symmetric encryption by Raspberry Pi
3.777265549,16,Symmetric encryption by Raspberry Pi
3.363132477,16,Symmetric encryption by Raspberry Pi
3.52191925,16,Symmetric encryption by Raspberry Pi
3.314971924,16,Symmetric encryption by Raspberry Pi
3.261089325,16,Symmetric encryption by Raspberry Pi
3.291368484,16,Symmetric encryption by Raspberry Pi
3.502130508,16,Symmetric encryption by Raspberry Pi
3.400325775,16,Symmetric encryption by Raspberry Pi
3.29208374,16,Symmetric encryption by Raspberry Pi
3.29375267,16,Symmetric encryption by Raspberry Pi
3.275156021,16,Symmetric encryption by Raspberry Pi
3.276824951,16,Symmetric encryption by Raspberry Pi
3.278493881,16,Symmetric encryption by Raspberry Pi
3.362178802,16,Symmetric encryption by Raspberry Pi
3.274440765,16,Symmetric encryption by Raspberry Pi
3.404140472,16,Symmetric encryption by Raspberry Pi
3.565311432,16,Symmetric encryption by Raspberry Pi
3.27706337,16,Symmetric encryption by Raspberry Pi
3.264427185,16,Symmetric encryption by Raspberry Pi
3.313779831,16,Symmetric encryption by Raspberry Pi
3.561258316,16,Symmetric encryption by Raspberry Pi
3.399848938,16,Symmetric encryption by Raspberry Pi
4.529953003,16,Symmetric encryption by Raspberry Pi
3.303289413,16,Symmetric encryption by Raspberry Pi
3.326654434,16,Symmetric encryption by Raspberry Pi
3.355979919,16,Symmetric encryption by Raspberry Pi
3.253221512,16,Symmetric encryption by Raspberry Pi
3.398180008,16,Symmetric encryption by Raspberry Pi
3.334522247,16,Symmetric encryption by Raspberry Pi
3.726959229,16,Symmetric encryption by Raspberry Pi
3.326892853,16,Symmetric encryption by Raspberry Pi
3.519535065,16,Symmetric encryption by Raspberry Pi
3.263473511,16,Symmetric encryption by Raspberry Pi
3.285884857,16,Symmetric encryption by Raspberry Pi
3.25012207,16,Symmetric encryption by Raspberry Pi
3.561735153,16,Symmetric encryption by Raspberry Pi
